DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1C,2019,1205.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1C,2020,1205.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1C,2021,1203.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1C,2022,1208.7,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1D,2018,795.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1D,2019,797.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1D,2020,797.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1D,2021,798.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1D,2022,803.7,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1E,2018,534.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1E,2019,534.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1E,2020,534.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1E,2021,534.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1E,2022,536.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1F,2018,457.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1F,2019,457.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1F,2020,457.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1F,2021,457.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA1F,2022,460.8,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2,2018,611.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2,2019,613.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2,2020,613.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2,2021,613.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2,2022,617.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA22,2018,2399.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA22,2019,2415.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA22,2020,2415.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA22,2021,2427.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA22,2022,2457.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA23,2018,2791.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA23,2019,2800.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA23,2020,2800.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA23,2021,2798.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA23,2022,2780.8,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA24,2018,2154.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA24,2019,2155.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA24,2020,2155.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA24,2021,2155.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA24,2022,2168.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA26,2018,281.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA26,2019,282.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA26,2020,282.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA26,2021,283.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA26,2022,287.8,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA27,2018,669.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA27,2019,671.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA27,2020,671.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA27,2021,671.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA27,2022,678.6,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA28,2018,154.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA28,2019,155.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA28,2020,155.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA28,2021,156.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA28,2022,157.5,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA29,2018,405.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA29,2019,407.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA29,2020,407.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA29,2021,409.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA29,2022,415.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2A,2018,299.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2A,2019,299.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2A,2020,299.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2A,2021,298.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2A,2022,300.6,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2B,2018,654.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2B,2019,654.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2B,2020,654.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2B,2021,654.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2B,2022,657.8,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2C,2018,524.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2C,2019,524.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2C,2020,524.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2C,2021,525.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2C,2022,528.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2D,2018,790.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2D,2019,792.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2D,2020,792.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2D,2021,793.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA2D,2022,797.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA3,2018,379.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA3,2019,380.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA3,2020,380.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA3,2021,380.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA3,2022,383.5,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA31,2018,1173.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA31,2019,1174.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA31,2020,1174.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA31,2021,1174.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA31,2022,1177.1,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA32,2018,2480.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA32,2019,2477.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA32,2020,2477.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA32,2021,2470.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA32,2022,2491.1,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA33,2018,1039.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA33,2019,1042.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA33,2020,1042.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA33,2021,1045.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA33,2022,1057.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA34,2018,260.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA34,2019,261.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA34,2020,261.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA34,2021,261.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA34,2022,265.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA35,2018,197.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA35,2019,198.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA35,2020,198.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA35,2021,198.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA35,2022,200.7,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA36,2018,818.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA36,2019,816.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA36,2020,816.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA36,2021,815.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA36,2022,818.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA37,2018,249.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA37,2019,249.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA37,2020,249.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA37,2021,249.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA37,2022,252.5,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA38,2018,210.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA38,2019,210.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA38,2020,210.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA38,2021,210.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA38,2022,212.6,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA4,2018,316.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA4,2019,316.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA4,2020,316.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA4,2021,316.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA4,2022,318.7,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA41,2018,1286.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA41,2019,1289.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA41,2020,1289.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA41,2021,1289.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA41,2022,1297.9,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA42,2018,375.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA42,2019,376.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA42,2020,376.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA42,2021,376.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA42,2022,380.9,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA43,2018,558.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA43,2019,557.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA43,2020,557.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA43,2021,556.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA43,2022,560.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA44,2018,117.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA44,2019,117.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA44,2020,117.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA44,2021,116.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA44,2022,117.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA45,2018,280.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA45,2019,279.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA45,2020,279.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA45,2021,279.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA45,2022,280.0,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA46,2018,273.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA46,2019,272.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA46,2020,272.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA46,2021,272.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA46,2022,275.3,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA47,2018,247.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA47,2019,248.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA47,2020,248.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA47,2021,248.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA47,2022,251.5,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5,2018,449.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5,2019,449.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5,2020,449.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5,2021,448.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5,2022,449.3,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA51,2018,2517.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA51,2019,2518.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA51,2020,2518.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA51,2021,2517.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA51,2022,2514.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA52,2018,2095.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA52,2019,2098.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA52,2020,2098.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA52,2021,2099.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA52,2022,2107.4,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA53,2018,1184.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA53,2019,1187.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA53,2020,1187.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA53,2021,1186.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA53,2022,1190.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA54,2018,792.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA54,2019,794.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA54,2020,794.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA54,2021,794.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA54,2022,796.7,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA55,2018,3067.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA55,2019,3066.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA55,2020,3066.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA55,2021,3072.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA55,2022,3078.3,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA56,2018,797.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA56,2019,796.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA56,2020,796.6,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA56,2021,795.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA56,2022,795.3,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA57,2018,133.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA57,2019,133.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA57,2020,133.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA57,2021,132.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA57,2022,133.1,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA58,2018,390.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA58,2019,389.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA58,2020,389.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA58,2021,387.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA58,2022,386.5,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA59,2018,191.5,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA59,2019,190.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA59,2020,190.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA59,2021,189.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA59,2022,190.0,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5A,2018,245.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5A,2019,245.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5A,2020,245.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5A,2021,244.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5A,2022,243.8,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5B,2018,229.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5B,2019,229.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5B,2020,229.2,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5B,2021,228.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5B,2022,231.0,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5C,2018,726.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5C,2019,727.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5C,2020,727.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5C,2021,726.1,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEA5C,2022,729.2,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB,2018,206.9,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB,2019,207.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB,2020,207.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB,2021,207.8,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB,2022,209.6,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB1,2018,186.4,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB1,2019,186.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB1,2020,186.7,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB1,2021,187.0,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB1,2022,188.7,e
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB11,2018,1139.3,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,A,PER_KM2,DEB11,2019,1140.4,
